t,x,ts
2.3329163,0.38,0.7417112
2.3429286,0.38,0.73640925
2.3529413,0.38,0.7312562
2.3629537,0.38,0.7262475
2.3729663,0.38,0.72137994
2.3829787,0.38,0.716652
2.3929913,0.38,0.71206003
2.4030037,0.38,0.7076027
2.4130163,0.38,0.7032761
2.4230287,0.38,0.6990798
2.4330413,0.38,0.6950113
2.4430537,0.38,0.6910673
2.4530663,0.38,0.6872477
2.4630787,0.38,0.6835508
2.4730914,0.38,0.6799745
2.483104,0.38,0.6765166
2.4931166,0.38,0.6731772
2.503129,0.38,0.6699547
2.5131416,0.38,0.6668467
2.523154,0.38,0.6638543
2.5331666,0.38,0.66097397
2.543179,0.38,0.65820795
2.5531917,0.38,0.65555304
2.563204,0.38,0.6530089
2.5732167,0.38,0.6505764
2.583229,0.38,0.64825183
2.5932417,0.38,0.6460387
2.603254,0.38,0.64393383
2.6132667,0.38,0.64193875
2.623279,0.38,0.6400494
2.6332917,0.38,0.638269
2.643304,0.38,0.6365959
2.6533167,0.38,0.6350302
2.6633291,0.38,0.6335725
2.6733418,0.38,0.6322213
2.6833541,0.38,0.6309766
2.6933668,0.38,0.6298385
2.7033792,0.38,0.62880844
2.7133918,0.38,0.6278835
2.7234044,0.38,0.6270657
2.733417,0.38,0.6263532
2.7434294,0.38,0.62574774
2.753442,0.38,0.62524754
2.7634544,0.38,0.6248544
2.773467,0.38,0.6245665
2.7834795,0.38,0.6243852
2.793492,0.38,0.624309
2.8035045,0.38,0.62433904
2.813517,0.38,0.6244742
2.8235295,0.38,0.6247148
2.833542,0.38,0.6250599
2.8435545,0.38,0.62551016
2.8535671,0.38,0.62606627
2.8635795,0.38,0.6267261
2.8735921,0.38,0.6274906
2.8836045,0.38,0.62835926
2.8936172,0.38,0.6293306
2.9036295,0.38,0.63040584
2.9136422,0.38,0.6315829
2.9236546,0.38,0.63286346
2.9336672,0.38,0.63424486
2.9436796,0.38,0.6357276
2.9536922,0.38,0.637312
2.9637046,0.38,0.63899595
2.9737172,0.38,0.64077884
2.9837296,0.38,0.642662
2.9937422,0.38,0.64464074
3.0037546,0.38,0.6467182
3.0137672,0.38,0.6488914
3.0237796,0.38,0.6511616
3.0337923,0.38,0.65352577
3.043805,0.38,0.65598315
3.0538175,0.38,0.65853244
3.06383,0.38,0.6611739
3.0738425,0.38,0.6639064
3.083855,0.38,0.66672677
3.0938675,0.38,0.66963667
3.10388,0.38,0.6726323
3.1138926,0.38,0.6757135
3.123905,0.38,0.67887884
3.1339176,0.38,0.6821256
3.14393,0.38,0.6854554
3.1539426,0.38,0.6888642
3.163955,0.38,0.6923501
3.1739676,0.38,0.6959142
3.18398,0.38,0.69955045
3.1939926,0.38,0.7032613
3.204005,0.38,0.7070406
3.2140176,0.38,0.7108905
3.22403,0.38,0.7148079
3.2340426,0.38,0.71878964
3.244055,0.38,0.7228343
3.2540677,0.38,0.7269413
3.26408,0.38,0.731105
3.2740927,0.38,0.7353222
3.2841053,0.38,0.7395988
3.294118,0.38,0.7439236
3.3041303,0.38,0.74829787
3.314143,0.38,0.7527202
3.3241553,0.38,0.75718194
3.334168,0.38,0.76168746
3.3441803,0.38,0.76622957
3.354193,0.38,0.7708067
3.3642054,0.38,0.7754167
3.374218,0.38,0.78005475
3.3842304,0.38,0.78471655
3.394243,0.38,0.7894009
3.4042554,0.38,0.79410523
3.414268,0.38,0.79882437
3.4242804,0.38,0.8035551
3.434293,0.38,0.80829376
3.4443054,0.38,0.8130334
3.454318,0.38,0.8177753
3.4643304,0.38,0.8225128
3.474343,0.38,0.82724184
3.4843554,0.38,0.83195883
3.494368,0.38,0.8366603
3.5043805,0.38,0.8413399
3.514393,0.38,0.84599274
3.5244055,0.38,0.8506164
3.534418,0.38,0.85520524
3.5444305,0.38,0.85975546
3.5544431,0.38,0.8642598
3.5644555,0.38,0.8687162
3.5744681,0.38,0.8731167
3.5844805,0.38,0.8774609
3.5944932,0.38,0.8817392
3.6045058,0.38,0.8859485
3.6145184,0.38,0.89008397
3.6245308,0.38,0.89414114
3.6345434,0.38,0.8981113
3.6445558,0.38,0.9019968
3.6545684,0.38,0.905785
3.6645808,0.38,0.9094723
3.6745934,0.38,0.9130581
3.6846058,0.38,0.9165358
3.6946185,0.38,0.91989726
3.7046309,0.38,0.92314166
3.7146435,0.38,0.9262646
3.7246559,0.38,0.9292571
3.7346685,0.38,0.9321192
3.744681,0.38,0.93484706
3.7546935,0.38,0.9374353
3.764706,0.38,0.93987805
3.7747185,0.38,0.9421765
3.784731,0.38,0.94432324
3.7947435,0.38,0.9463188
3.804756,0.38,0.9481594
3.8147686,0.38,0.9498399
3.824781,0.38,0.9513647
3.8347936,0.38,0.9527262
3.8448062,0.38,0.9539253
3.8548188,0.38,0.9549616
3.8648312,0.38,0.95583135
3.8748438,0.38,0.9565398
3.8848562,0.38,0.95708245
3.8948689,0.38,0.95746464
3.9048812,0.38,0.95768315
3.9148939,0.38,0.9577388
3.9249063,0.38,0.95764023
3.9349189,0.38,0.9573831
3.9449313,0.38,0.95697457
3.954944,0.38,0.956415
3.9649563,0.38,0.95571154
3.974969,0.38,0.9548643
3.9849813,0.38,0.9538812
3.994994,0.38,0.95276684
4.005006,0.38,0.9515297
4.0150185,0.38,0.95016974
4.025031,0.38,0.9486993
4.0350432,0.38,0.94712275
4.045056,0.38,0.945447
4.0550685,0.38,0.94368225
4.065081,0.38,0.941832
4.0750933,0.38,0.9399094
4.0851064,0.38,0.9379186
4.095119,0.38,0.93587524
4.1051316,0.38,0.93378276
4.115144,0.38,0.93165344
4.1251564,0.38,0.92949396
4.135169,0.38,0.9273159
4.1451817,0.38,0.9251315
4.155194,0.38,0.9229471
4.1652064,0.38,0.92077476
4.175219,0.38,0.91862315
4.1852317,0.38,0.9165047
4.195244,0.38,0.91442746
4.2052565,0.38,0.9124028
4.215269,0.38,0.9104398
4.2252817,0.38,0.908547
4.235294,0.38,0.90673715
4.2453065,0.38,0.905019
4.255319,0.38,0.9034006
4.2653317,0.38,0.90189165
4.275344,0.38,0.9004993
4.2853565,0.38,0.8992376
4.295369,0.38,0.8981101
4.305382,0.38,0.8971252
4.315394,0.38,0.8962943
4.325407,0.38,0.8956236
4.3354197,0.38,0.8951184
4.3454323,0.38,0.89478916
4.3554444,0.38,0.89464015
4.365457,0.38,0.89467925
4.3754697,0.38,0.8949122
4.3854823,0.38,0.8953454
4.3954945,0.38,0.89598626
4.405507,0.38,0.8968386
4.4155197,0.38,0.89790934
4.4255323,0.38,0.8991985
4.4355445,0.38,0.90071934
4.445557,0.38,0.9024705
4.4555697,0.38,0.9044604
4.4655824,0.38,0.90669054
4.4755945,0.38,0.909167
4.485607,0.38,0.91189355
4.49562,0.38,0.9148738
4.5056324,0.38,0.9181127
4.5156446,0.38,0.92161363
4.525657,0.38,0.9253785
4.53567,0.38,0.92941517
4.5456824,0.38,0.9337227
4.5556946,0.38,0.9383082
4.565707,0.38,0.9431719
4.57572,0.38,0.9483184
4.5857325,0.38,0.9537527
4.5957446,0.38,0.9594721
4.605757,0.38,0.96548647
4.61577,0.38,0.9717936
4.6257825,0.38,0.97839874
4.6357946,0.38,0.98530334
4.6458073,0.38,0.9925105
4.65582,0.38,1.0000198
4.6658325,0.38,1.0078356
4.6758447,0.38,1.0159569
4.6858573,0.38,1.0243871
4.69587,0.38,1.0331235
4.7058825,0.38,1.0421693
4.7158947,0.38,1.051523
4.7259073,0.38,1.0611846
4.73592,0.38,1.0711527
4.7459326,0.38,1.0814235
4.7559447,0.38,1.091994
4.7659574,0.38,1.1028647
4.77597,0.38,1.1140258
4.7859826,0.38,1.125479
4.7959948,0.38,1.1372111
4.8060074,0.38,1.1492205
4.81602,0.38,1.1614957
4.8260326,0.38,1.1740315
4.836045,0.38,1.1868122
4.8460574,0.38,1.1998315
4.85607,0.38,1.2130737
4.8660827,0.38,1.2265275
4.876095,0.38,1.2401757
4.8861074,0.38,1.2540007
4.89612,0.38,1.2679904
4.9061327,0.38,1.2821183
4.916145,0.38,1.2963691
4.9261575,0.38,1.3107221
4.93617,0.38,1.3251557
4.9461827,0.38,1.339639
4.956195,0.38,1.3541515
4.9662075,0.38,1.3686671
4.97622,0.38,1.3831615
4.9862328,0.38,1.3976028
4.996245,0.38,1.4119608
5.0062575,0.38,1.4262114
5.01627,0.38,1.4403203
5.026283,0.38,1.454258
5.036295,0.38,1.4679942
5.0463076,0.38,1.4814987
5.05632,0.38,1.494741
5.066333,0.38,1.5076888
5.076345,0.38,1.5203094
5.0863576,0.38,1.5325787
5.09637,0.38,1.5444639
5.106383,0.38,1.5559359
5.116395,0.38,1.566966
5.1264076,0.38,1.5775306
5.1364202,0.38,1.587605
5.146433,0.38,1.597161
5.156445,0.38,1.6061828
5.1664577,0.38,1.6146431
5.1764703,0.38,1.6225247
5.186483,0.38,1.6298134
5.196495,0.38,1.6364858
5.206508,0.38,1.6425369
5.216521,0.38,1.6479528
5.2265334,0.38,1.6527224
5.2365456,0.38,1.6568396
5.246558,0.38,1.6602981
5.256571,0.38,1.663095
5.2665834,0.38,1.6652305
5.2765956,0.38,1.6667013
5.286608,0.38,1.6675162
5.296621,0.38,1.6676753
5.3066335,0.38,1.667186
5.3166456,0.38,1.6660585
5.3266582,0.38,1.6643021
5.336671,0.38,1.6619248
5.3466835,0.38,1.6589468
5.3566957,0.38,1.6553795
5.3667083,0.38,1.6512377
5.376721,0.38,1.6465394
5.3867335,0.38,1.6413033
5.3967457,0.38,1.6355484
5.4067583,0.38,1.6292942
5.416771,0.38,1.6225634
5.4267836,0.38,1.6153758
5.4367957,0.38,1.6077557
5.446809,0.38,1.5997233
5.4568214,0.38,1.5913048
5.466834,0.38,1.5825195
5.476846,0.38,1.573389
5.486859,0.38,1.5639424
5.4968715,0.38,1.5541995
5.506884,0.38,1.5441825
5.5168962,0.38,1.5339162
5.526909,0.38,1.5234196
5.5369215,0.38,1.5127213
5.546934,0.38,1.5018342
5.5569463,0.38,1.490787
5.566959,0.38,1.479594
5.5769715,0.38,1.4682775
5.586984,0.38,1.4568594
5.5969963,0.38,1.4453549
5.607009,0.38,1.4337797
5.6170216,0.38,1.4221599
5.627034,0.38,1.4105036
5.6370463,0.38,1.3988287
5.647059,0.38,1.3871498
5.6570716,0.38,1.3754835
5.667084,0.38,1.3638391
5.6770964,0.38,1.3522339
5.687109,0.38,1.3406775
5.6971216,0.38,1.3291843
5.7071342,0.38,1.31776
5.7171464,0.38,1.3064137
5.727159,0.38,1.2951608
5.7371716,0.38,1.2840054
5.7471843,0.38,1.2729564
5.7571964,0.38,1.2620215
5.767209,0.38,1.2512074
5.7772217,0.38,1.2405179
5.7872343,0.38,1.22996
5.7972465,0.38,1.2195418
5.807259,0.38,1.2092626
5.8172717,0.38,1.1991291
5.8272843,0.38,1.1891441
5.8372965,0.38,1.1793141
5.847309,0.38,1.1696362
5.8573217,0.38,1.1601181
5.8673344,0.38,1.1507566
5.8773465,0.38,1.1415575
5.887359,0.38,1.132519
5.897372,0.38,1.123646
5.9073844,0.38,1.1149349
5.9173965,0.38,1.1063871
5.927409,0.38,1.0980053
5.937422,0.38,1.0897877
5.9474344,0.38,1.0817349
5.9574466,0.38,1.0738461
5.967459,0.38,1.0661199
5.977472,0.38,1.0585549
5.9874845,0.38,1.0511527
5.9974966,0.38,1.043911
6.007509,0.38,1.0368266
6.017522,0.38,1.0299006
6.0275345,0.38,1.0231318
6.0375466,0.38,1.0165172
6.0475593,0.38,1.0100551
6.057572,0.38,1.0037456
6.0675845,0.38,0.9975851
6.0775967,0.38,0.99157375
6.0876093,0.38,0.98570794
6.097622,0.38,0.9799835
6.1076345,0.38,0.9744045
6.1176467,0.38,0.9689637
6.1276593,0.38,0.9636604
6.137672,0.38,0.9584946
6.1476846,0.38,0.95346135
6.1576967,0.38,0.948561
6.1677094,0.38,0.9437894
6.177722,0.38,0.9391456
6.1877346,0.38,0.93462473
6.1977468,0.38,0.9302309
6.2077594,0.38,0.9259563
6.217772,0.38,0.9218009
6.2277846,0.38,0.917761
6.237797,0.38,0.91383713
6.24781,0.38,0.91002494
6.2578225,0.38,0.90632385
6.267835,0.38,0.9027315
6.2778473,0.38,0.8992446
6.28786,0.38,0.89586073
6.2978725,0.38,0.89258033
6.307885,0.38,0.8894002
6.3178973,0.38,0.886318
6.32791,0.38,0.8833321
6.3379226,0.38,0.88044053
6.347935,0.38,0.8776416
6.3579473,0.38,0.87493175
6.36796,0.38,0.8723118
6.3779726,0.38,0.8697768
6.387985,0.38,0.8673282
6.3979974,0.38,0.8649605
6.40801,0.38,0.8626768
6.4180226,0.38,0.86046976
6.4280353,0.38,0.85834295
6.4380474,0.38,0.8562905
6.44806,0.38,0.85431296
6.4580727,0.38,0.8524079
6.4680853,0.38,0.85057324
6.4780974,0.38,0.8488088
6.48811,0.38,0.84711236
6.4981227,0.38,0.8454812
6.5081353,0.38,0.84391385
6.5181475,0.38,0.8424104
6.52816,0.38,0.8409683
6.5381727,0.38,0.8395875
6.5481853,0.38,0.8382643
6.5581975,0.38,0.8369997
6.56821,0.38,0.83578974
6.5782228,0.38,0.8346359
6.5882354,0.38,0.8335342
6.5982475,0.38,0.83248407
6.60826,0.38,0.83148474
6.618273,0.38,0.8305343
6.6282854,0.38,0.82963234
6.6382976,0.38,0.82877725
6.6483107,0.38,0.827967
6.6583233,0.38,0.82720226
6.668336,0.38,0.8264803
6.678348,0.38,0.8257986
6.6883607,0.38,0.8251607
6.6983733,0.38,0.82456154
6.708386,0.38,0.8240004
6.718398,0.38,0.82347745
6.7284107,0.38,0.82299143
6.7384233,0.38,0.8225408
6.748436,0.38,0.82212454
6.758448,0.38,0.8217414
6.7684608,0.38,0.82139164
6.7784734,0.38,0.8210725
6.788486,0.38,0.82078534
6.798498,0.38,0.8205264
6.808511,0.38,0.8202978
6.8185234,0.38,0.8200957
6.828536,0.38,0.8199219
6.838548,0.38,0.8197728
6.848561,0.38,0.8196508
6.8585734,0.38,0.8195533
6.868586,0.38,0.8194781
6.878598,0.38,0.81942624
6.888611,0.38,0.81939715
6.8986235,0.38,0.81938964
6.908636,0.38,0.8194025
6.9186482,0.38,0.81943554
6.928661,0.38,0.81948775
6.9386735,0.38,0.81955844
6.948686,0.38,0.8196462
6.9586983,0.38,0.8197517
6.968711,0.38,0.81987435
6.9787235,0.38,0.8200119
6.988736,0.38,0.8201651
6.9987483,0.38,0.82033247
7.008761,0.38,0.820515
7.0187736,0.38,0.8207088
7.028786,0.38,0.8209173
7.0387983,0.38,0.82113653
7.048811,0.38,0.8213684
7.0588236,0.38,0.82161075
7.068836,0.38,0.8218643
7.0788484,0.38,0.82212573
7.088861,0.38,0.8223992
7.0988736,0.38,0.8226815
7.1088862,0.38,0.8229713
7.1188984,0.38,0.82327014
7.128911,0.38,0.82357603
7.1389236,0.38,0.82388896
7.1489363,0.38,0.82420653
7.1589484,0.38,0.8245334
7.168961,0.38,0.82486457
7.1789737,0.38,0.825201
7.1889863,0.38,0.82554156
7.1989985,0.38,0.8258869
7.209011,0.38,0.826237
7.2190237,0.38,0.8265911
7.2290363,0.38,0.82694715
7.2390485,0.38,0.8273068
7.249061,0.38,0.8276693
7.2590737,0.38,0.82803386
7.2690864,0.38,0.8283996
7.2790985,0.38,0.82876664
7.289111,0.38,0.82913595
7.299124,0.38,0.82950586
7.3091364,0.38,0.82987505
7.3191485,0.38,0.8302459
7.329161,0.38,0.8306164
7.339174,0.38,0.830985
7.3491864,0.38,0.8313555
7.3591986,0.38,0.8317234
7.3692117,0.38,0.8320903
7.3792243,0.38,0.83245665
7.389237,0.38,0.83282
7.399249,0.38,0.83318144
7.4092617,0.38,0.83354074
7.4192743,0.38,0.83389753
7.429287,0.38,0.83425146
7.439299,0.38,0.83460313
7.4493117,0.38,0.834951
7.4593244,0.38,0.8352949
7.469337,0.38,0.8356362
7.479349,0.38,0.83597296
7.489362,0.38,0.8363058
7.4993744,0.38,0.83663493
7.509387,0.38,0.8369588
7.519399,0.38,0.8372788
7.529412,0.38,0.8375941
7.5394244,0.38,0.8379032
7.549437,0.38,0.83820873
7.559449,0.38,0.8385089
7.569462,0.38,0.8388011
7.5794744,0.38,0.83909017
7.589487,0.38,0.8393733
7.599499,0.38,0.8396502
7.609512,0.38,0.83992106
7.6195245,0.38,0.84018606
7.629537,0.38,0.8404433
7.6395493,0.38,0.84069496
7.649562,0.38,0.8409416
7.6595745,0.38,0.84118026
7.669587,0.38,0.8414119
7.6795993,0.38,0.8416361
7.689612,0.38,0.84185404
7.6996245,0.38,0.8420653
7.709637,0.38,0.84226805
7.7196493,0.38,0.84246486
7.729662,0.38,0.84265274
7.7396746,0.38,0.84283525
7.749687,0.38,0.84300905
7.7596993,0.38,0.8431751
7.769712,0.38,0.8433334
7.7797246,0.38,0.843484
7.789737,0.38,0.8436263
7.7997494,0.38,0.84376174
7.809762,0.38,0.84388834
7.8197746,0.38,0.8440067
7.8297873,0.38,0.8441172
7.8397994,0.38,0.84421915
7.8498125,0.38,0.84431356
7.859825,0.38,0.8443994
7.8698378,0.38,0.84447664
7.87985,0.38,0.84454626
7.8898625,0.38,0.8446067
7.899875,0.38,0.84465855
7.909888,0.38,0.84470206
7.9199,0.38,0.8447376
7.9299126,0.38,0.8447637
7.939925,0.38,0.84478253
7.949938,0.38,0.8447915
7.95995,0.38,0.84479207
7.9699626,0.38,0.8447836
7.979975,0.38,0.8447668
7.989988,0.38,0.8447426
8.0,0.38,0.8447079
0.0,0.39999998,1.1237862
0.010012516,0.39999998,1.1202366
0.020025032,0.39999998,1.1169927
0.030037548,0.39999998,1.1140509
0.040050063,0.39999998,1.1114142
0.05006258,0.39999998,1.1090894
0.060075097,0.39999998,1.1070852
0.07008761,0.39999998,1.1054134
0.08010013,0.39999998,1.1040857
0.09011264,0.39999998,1.1031158
0.10012516,0.39999998,1.1025164
0.11013767,0.39999998,1.1022992
0.12015019,0.39999998,1.1024754
0.1301627,0.39999998,1.1030519
0.14017522,0.39999998,1.1040361
0.15018773,0.39999998,1.1054327
0.16020025,0.39999998,1.1072435
0.17021278,0.39999998,1.1094699
0.18022528,0.39999998,1.1121099
0.1902378,0.39999998,1.1151602
0.20025031,0.39999998,1.1186156
0.21026284,0.39999998,1.1224713
0.22027534,0.39999998,1.1267183
0.23028786,0.39999998,1.1313491
0.24030039,0.39999998,1.1363518
0.2503129,0.39999998,1.1417172
0.26032543,0.39999998,1.1474321
0.27033794,0.39999998,1.1534848
0.28035045,0.39999998,1.1598618
0.29036295,0.39999998,1.166549
0.3003755,0.39999998,1.1735315
0.310388,0.39999998,1.1807945
0.3204005,0.39999998,1.1883233
0.330413,0.39999998,1.1961
0.34042555,0.39999998,1.2041109
0.35043806,0.39999998,1.2123368
0.36045057,0.39999998,1.220762
0.37046307,0.39999998,1.2293692
0.3804756,0.39999998,1.2381408
0.39048812,0.39999998,1.2470593
0.40050063,0.39999998,1.2561073
0.41051313,0.39999998,1.2652664
0.42052567,0.39999998,1.2745187
0.43053818,0.39999998,1.2838469
0.44055068,0.39999998,1.2932324
0.4505632,0.39999998,1.3026576
0.46057573,0.39999998,1.312105
0.47058824,0.39999998,1.3215575
0.48060077,0.39999998,1.3309972
0.49061328,0.39999998,1.3404076
0.5006258,0.39999998,1.3497715
0.5106383,0.39999998,1.3590734
0.52065086,0.39999998,1.3682966
0.5306634,0.39999998,1.3774261
0.5406759,0.39999998,1.3864472
0.5506884,0.39999998,1.3953443
0.5607009,0.39999998,1.4041047
0.5707134,0.39999998,1.412715
0.5807259,0.39999998,1.4211631
0.5907384,0.39999998,1.4294362
0.600751,0.39999998,1.4375241
0.6107635,0.39999998,1.4454153
0.620776,0.39999998,1.4531014
0.6307885,0.39999998,1.460571
0.640801,0.39999998,1.4678183
0.6508135,0.39999998,1.4748347
0.660826,0.39999998,1.4816144
0.67083853,0.39999998,1.4881511
0.6808511,0.39999998,1.4944396
0.6908636,0.39999998,1.5004764
0.7008761,0.39999998,1.5062578
0.7108886,0.39999998,1.5117812
0.72090113,0.39999998,1.5170455
0.73091364,0.39999998,1.5220492
0.74092615,0.39999998,1.5267932
0.75093865,0.39999998,1.5312779
0.7609512,0.39999998,1.5355048
0.7709637,0.39999998,1.5394769
0.78097624,0.39999998,1.5431967
0.79098874,0.39999998,1.54667
0.80100125,0.39999998,1.5498998
0.81101376,0.39999998,1.5528934
0.82102627,0.39999998,1.5556564
0.8310388,0.39999998,1.5581965
0.84105134,0.39999998,1.5605214
0.85106385,0.39999998,1.5626397
0.86107635,0.39999998,1.5645618
0.87108886,0.39999998,1.5662954
0.88110137,0.39999998,1.5678532
0.8911139,0.39999998,1.5692456
0.9011264,0.39999998,1.5704837
0.9111389,0.39999998,1.571579
0.92115146,0.39999998,1.5725441
0.93116397,0.39999998,1.5733917
0.9411765,0.39999998,1.5741343
0.951189,0.39999998,1.5747848
0.96120155,0.39999998,1.5753548
0.97121406,0.39999998,1.5758579
0.98122656,0.39999998,1.5763047
0.9912391,0.39999998,1.5767095
1.0012516,0.39999998,1.5770819
1.0112641,0.39999998,1.5774336
1.0212766,0.39999998,1.577775
1.0312891,0.39999998,1.5781147
1.0413016,0.39999998,1.5784633
1.0513141,0.39999998,1.5788269
1.0613266,0.39999998,1.5792129
1.0713391,0.39999998,1.5796278
1.0813516,0.39999998,1.580076
1.0913641,0.39999998,1.5805609
1.1013767,0.39999998,1.5810859
1.1113892,0.39999998,1.5816519
1.1214018,0.39999998,1.5822589
1.1314143,0.39999998,1.5829065
1.1414268,0.39999998,1.5835931
1.1514393,0.39999998,1.5843163
1.1614518,0.39999998,1.5850706
1.1714643,0.39999998,1.5858517
1.1814768,0.39999998,1.5866551
1.1914895,0.39999998,1.5874729
1.2015018,0.39999998,1.5882978
1.2115144,0.39999998,1.5891235
1.2215269,0.39999998,1.5899391
1.2315394,0.39999998,1.5907376
1.2415519,0.39999998,1.5915084
1.2515644,0.39999998,1.5922418
1.2615769,0.39999998,1.5929272
1.2715895,0.39999998,1.5935559
1.281602,0.39999998,1.5941153
1.2916145,0.39999998,1.594595
1.301627,0.39999998,1.594985
1.3116395,0.39999998,1.5952742
1.321652,0.39999998,1.5954509
1.3316646,0.39999998,1.595504
1.3416771,0.39999998,1.5954237
1.3516896,0.39999998,1.5951991
1.3617022,0.39999998,1.5948186
1.3717147,0.39999998,1.5942733
1.3817272,0.39999998,1.5935509
1.3917397,0.39999998,1.5926423
1.4017522,0.39999998,1.5915368
1.4117647,0.39999998,1.5902247
1.4217772,0.39999998,1.588696
1.4317899,0.39999998,1.5869417
1.4418023,0.39999998,1.5849524
1.4518148,0.39999998,1.5827191
1.4618273,0.39999998,1.5802319
1.4718398,0.39999998,1.5774834
1.4818523,0.39999998,1.5744658
1.4918648,0.39999998,1.571171
1.5018773,0.39999998,1.5675902
1.5118899,0.39999998,1.5637186
1.5219024,0.39999998,1.559547
1.531915,0.39999998,1.5550711
1.5419275,0.39999998,1.5502841
1.55194,0.39999998,1.545182
1.5619525,0.39999998,1.5397587
1.571965,0.39999998,1.5340121
1.5819775,0.39999998,1.5279379
1.59199,0.39999998,1.5215335
1.6020025,0.39999998,1.5147974
1.612015,0.39999998,1.507729
1.6220275,0.39999998,1.5003264
1.63204,0.39999998,1.4925942
1.6420525,0.39999998,1.4845304
1.652065,0.39999998,1.4761391
1.6620775,0.39999998,1.4674249
1.67209,0.39999998,1.4583914
1.6821027,0.39999998,1.449044
1.6921152,0.39999998,1.4393909
1.7021277,0.39999998,1.4294391
1.7121402,0.39999998,1.4191971
1.7221527,0.39999998,1.4086752
1.7321652,0.39999998,1.3978834
1.7421777,0.39999998,1.3868344
1.7521904,0.39999998,1.3755407
1.7622027,0.39999998,1.3640153
1.7722152,0.39999998,1.3522737
1.7822278,0.39999998,1.3403289
1.7922403,0.39999998,1.3281987
1.8022528,0.39999998,1.315897
1.8122653,0.39999998,1.3034444
1.8222778,0.39999998,1.2908542
1.8322904,0.39999998,1.2781463
1.8423029,0.39999998,1.2653372
1.8523154,0.39999998,1.2524457
1.8623279,0.39999998,1.2394903
1.8723404,0.39999998,1.2264864
1.882353,0.39999998,1.213454
1.8923655,0.39999998,1.2004097
1.902378,0.39999998,1.1873708
1.9123905,0.39999998,1.1743543
1.9224031,0.39999998,1.161376
1.9324156,0.39999998,1.1484511
1.9424281,0.39999998,1.135597
1.9524406,0.39999998,1.1228268
1.9624531,0.39999998,1.1101527
1.9724656,0.39999998,1.0975909
1.9824781,0.39999998,1.0851507
1.9924908,0.39999998,1.0728436
2.0025032,0.39999998,1.060684
2.0125158,0.39999998,1.0486774
2.0225282,0.39999998,1.0368352
2.0325408,0.39999998,1.0251632
2.0425532,0.39999998,1.0136709
2.0525658,0.39999998,1.0023651
2.0625782,0.39999998,0.99124867
2.0725908,0.39999998,0.98033017
2.0826032,0.39999998,0.9696112
2.0926158,0.39999998,0.9590971
2.1026282,0.39999998,0.94879085
2.1126409,0.39999998,0.9386924
2.1226532,0.39999998,0.9288052
2.1326659,0.39999998,0.9191305
2.1426783,0.39999998,0.90966994
2.152691,0.39999998,0.9004224
2.1627035,0.39999998,0.8913868
2.1727161,0.39999998,0.8825641
2.1827285,0.39999998,0.8739539
2.1927412,0.39999998,0.86555225
2.2027535,0.39999998,0.85736066
2.2127662,0.39999998,0.8493759
2.2227786,0.39999998,0.8415962
2.2327912,0.39999998,0.8340185
2.2428036,0.39999998,0.8266434
2.2528162,0.39999998,0.8194639
2.2628286,0.39999998,0.8124812
2.2728412,0.39999998,0.8056913
2.2828536,0.39999998,0.7990913
2.2928662,0.39999998,0.7926782
2.3028786,0.39999998,0.7864515
2.3128912,0.39999998,0.78040415
2.3229036,0.39999998,0.7745368
2.3329163,0.39999998,0.76884776
2.3429286,0.39999998,0.76333004
2.3529413,0.39999998,0.7579852
2.3629537,0.39999998,0.7528073
2.3729663,0.39999998,0.74779576
2.3829787,0.39999998,0.7429467
2.3929913,0.39999998,0.7382601
2.4030037,0.39999998,0.733731
2.4130163,0.39999998,0.7293584
2.4230287,0.39999998,0.7251404
2.4330413,0.39999998,0.7210738
2.4430537,0.39999998,0.7171579
2.4530663,0.39999998,0.7133878
2.4630787,0.39999998,0.7097661
2.4730914,0.39999998,0.7062878
2.483104,0.39999998,0.70295244
2.4931166,0.39999998,0.6997592
2.503129,0.39999998,0.696703
2.5131416,0.39999998,0.6937862
2.523154,0.39999998,0.69100565
2.5331666,0.39999998,0.68836004
2.543179,0.39999998,0.6858489
2.5531917,0.39999998,0.6834689
2.563204,0.39999998,0.6812212
2.5732167,0.39999998,0.67910486
2.583229,0.39999998,0.6771162
2.5932417,0.39999998,0.6752569
2.603254,0.39999998,0.67352337
2.6132667,0.39999998,0.6719189
2.623279,0.39999998,0.6704373
2.6332917,0.39999998,0.6690814
2.643304,0.39999998,0.66784877
2.6533167,0.39999998,0.6667395
2.6633291,0.39999998,0.66575176
2.6733418,0.39999998,0.6648856
2.6833541,0.39999998,0.6641391
2.6933668,0.39999998,0.6635135
2.7033792,0.39999998,0.6630078
2.7133918,0.39999998,0.6626187
2.7234044,0.39999998,0.66234785
2.733417,0.39999998,0.6621943
2.7434294,0.39999998,0.6621551
2.753442,0.39999998,0.66223234
2.7634544,0.39999998,0.662424
2.773467,0.39999998,0.662728
2.7834795,0.39999998,0.6631461
2.793492,0.39999998,0.6636757
2.8035045,0.39999998,0.6643166
2.813517,0.39999998,0.6650674
2.8235295,0.39999998,0.66592795
2.833542,0.39999998,0.6668963
2.8435545,0.39999998,0.6679706
2.8535671,0.39999998,0.6691534
2.8635795,0.39999998,0.67044073
2.8735921,0.39999998,0.671832
2.8836045,0.39999998,0.67332643
2.8936172,0.39999998,0.6749223
2.9036295,0.39999998,0.676619
2.9136422,0.39999998,0.6784143
